"FECHA","HORA","ACO","AJM","ATI","BJU","CAM","CCA","CHO","COY","CUA","CUT","FAC","FAR","GAM","HGM","INN","IZT","LLA","LPR","MER","MGH","MON","MPA","NEZ","PED","SAC","SAG","SFE","SJA","TAH","TLA","TLI","UAX","UIZ","VIF","XAL"
"2019-02-12",11,-99,-99,4,18,-99,17,8,-99,8,8,10,-99,22,15,-99,16,14,-99,-99,16,-99,-99,10,15,-99,15,8,-99,13,13,11,13,14,10,33
"2019-02-12",12,-99,-99,7,12,-99,13,5,-99,7,6,8,-99,13,14,-99,17,8,-99,-99,12,-99,-99,10,12,-99,8,8,-99,9,10,7,13,17,5,13
"2019-02-12",13,-99,-99,6,12,-99,13,5,-99,7,4,10,-99,4,12,-99,13,6,-99,-99,12,-99,-99,6,12,-99,5,8,-99,8,9,5,12,9,3,10
"2019-02-12",14,-99,-99,5,6,-99,10,5,-99,9,3,8,-99,3,7,-99,8,5,-99,-99,9,-99,-99,6,11,-99,5,8,-99,6,6,4,6,6,2,7
"2019-02-12",15,-99,-99,5,5,-99,9,4,-99,7,2,8,-99,3,6,-99,7,5,-99,-99,7,-99,-99,5,8,-99,5,7,-99,5,7,4,4,5,2,10
"2019-02-12",16,-99,-99,5,5,-99,9,4,-99,7,3,8,-99,3,6,-99,7,3,-99,-99,9,-99,-99,4,8,-99,4,7,-99,4,8,4,4,4,2,8
"2019-02-12",17,-99,-99,7,6,-99,9,3,-99,8,3,8,-99,4,7,-99,7,3,-99,-99,11,-99,-99,4,9,-99,5,8,-99,4,6,5,4,4,2,7
"2019-02-12",18,-99,-99,6,8,-99,12,5,-99,9,3,8,-99,6,9,-99,9,5,-99,-99,10,-99,-99,7,10,-99,5,9,-99,6,8,5,5,7,3,10
"2019-02-12",19,-99,-99,7,10,-99,12,8,-99,9,4,7,-99,9,11,-99,10,11,-99,-99,9,-99,-99,9,10,-99,8,9,-99,8,11,8,9,11,4,8
"2019-02-12",20,-99,-99,12,10,-99,11,8,-99,7,6,10,-99,9,10,-99,10,10,-99,-99,10,-99,-99,10,9,-99,7,8,-99,9,12,8,9,13,5,7
"2019-02-12",21,-99,-99,11,11,-99,13,9,-99,8,8,10,-99,10,13,-99,12,9,-99,-99,11,-99,-99,10,10,-99,7,9,-99,11,14,9,10,12,5,8
"2019-02-12",22,-99,-99,11,13,-99,13,9,-99,8,11,9,-99,11,13,-99,13,9,-99,-99,10,-99,-99,10,10,-99,6,9,-99,12,12,10,13,13,4,9
"2019-02-12",23,-99,-99,10,12,-99,12,7,-99,7,11,9,-99,6,12,-99,12,9,-99,-99,11,-99,-99,7,9,-99,6,7,-99,10,12,10,13,12,5,10
"2019-02-12",24,-99,-99,9,12,-99,10,9,-99,6,11,10,-99,5,13,-99,12,10,-99,-99,11,-99,-99,6,9,-99,8,7,-99,10,12,12,11,10,10,13
"2019-02-13",1,-99,-99,8,-99,-99,12,10,-99,7,14,9,-99,6,14,-99,14,9,-99,-99,11,-99,-99,7,9,-99,8,9,-99,8,13,11,11,10,12,11
"2019-02-13",2,-99,-99,9,-99,-99,12,8,-99,10,12,9,-99,11,13,-99,14,12,-99,-99,11,-99,-99,7,10,-99,10,9,-99,8,14,14,11,10,11,14
"2019-02-13",3,-99,-99,9,-99,-99,14,8,-99,10,9,12,-99,11,15,-99,12,10,-99,-99,12,-99,-99,8,12,-99,10,10,-99,7,14,12,9,10,9,12
"2019-02-13",4,-99,-99,10,-99,-99,15,8,-99,9,9,11,-99,12,14,-99,13,10,-99,-99,14,-99,-99,7,10,-99,9,9,-99,8,14,10,10,10,8,11
"2019-02-13",5,-99,-99,9,-99,-99,15,8,-99,10,9,9,-99,11,14,-99,11,10,-99,-99,13,-99,-99,8,13,-99,9,12,-99,6,12,9,8,8,7,13
"2019-02-13",6,-99,-99,12,-99,-99,12,9,-99,11,13,13,-99,11,15,-99,11,12,-99,-99,13,-99,-99,10,11,-99,12,12,-99,7,13,12,10,10,7,13
"2019-02-13",7,-99,-99,12,-99,-99,13,10,-99,12,14,14,-99,12,15,-99,12,13,-99,-99,13,-99,-99,11,12,-99,12,12,-99,9,13,12,11,12,9,14
"2019-02-13",8,-99,-99,12,-99,-99,14,10,-99,12,14,13,-99,12,14,-99,12,12,-99,-99,13,-99,-99,10,12,-99,11,13,-99,10,14,14,12,11,10,14
"2019-02-13",9,-99,-99,14,-99,-99,13,10,-99,13,12,14,-99,11,14,-99,12,11,-99,-99,14,-99,-99,10,12,-99,11,13,-99,10,15,13,11,10,9,14
"2019-02-13",10,-99,-99,-99,-99,-99,13,10,-99,14,11,15,-99,12,14,-99,12,10,-99,-99,16,-99,-99,8,12,-99,10,12,-99,9,15,11,12,10,9,16
"2019-02-13",11,-99,-99,-99,-99,-99,14,13,-99,17,9,19,-99,11,14,-99,-99,10,-99,-99,17,-99,-99,8,13,-99,10,14,-99,9,19,12,13,10,6,14
"2019-02-13",12,-99,-99,-99,-99,-99,16,11,-99,18,10,-99,-99,10,17,-99,-99,15,-99,-99,20,-99,-99,12,15,-99,12,15,-99,9,28,15,10,14,8,17
"2019-02-13",13,-99,-99,-99,-99,-99,19,5,-99,20,12,-99,-99,10,18,-99,-99,16,-99,-99,23,-99,-99,15,16,-99,12,18,-99,7,33,16,9,16,10,-99
"2019-02-13",14,-99,-99,21,-99,-99,20,3,-99,24,10,-99,-99,8,19,-99,18,12,-99,-99,25,-99,-99,10,17,-99,6,21,-99,4,29,16,10,17,10,-99
"2019-02-13",15,-99,-99,17,-99,-99,21,4,-99,29,7,29,-99,4,20,-99,17,10,-99,-99,28,-99,-99,8,21,-99,6,25,-99,4,18,9,12,15,6,-99
"2019-02-13",16,-99,-99,12,-99,-99,18,6,-99,31,6,38,-99,4,24,-99,19,9,-99,-99,23,-99,-99,6,20,-99,8,26,-99,5,21,8,12,14,5,-99
"2019-02-13",17,-99,-99,16,-99,-99,19,7,-99,25,8,29,-99,20,25,-99,21,11,-99,-99,25,-99,-99,10,20,-99,9,25,-99,4,23,17,11,30,5,-99
"2019-02-13",18,-99,-99,16,-99,-99,11,8,-99,15,16,20,-99,21,18,-99,19,19,-99,-99,15,-99,-99,28,10,-99,24,13,-99,6,30,23,11,19,14,-99
"2019-02-13",19,-99,-99,10,-99,-99,13,11,-99,14,26,13,-99,21,19,-99,15,15,-99,-99,14,-99,-99,19,10,-99,25,13,-99,5,14,13,10,18,10,-99
"2019-02-13",20,-99,-99,7,-99,-99,21,15,-99,13,12,12,-99,12,15,-99,17,17,-99,-99,17,-99,-99,22,18,-99,17,16,-99,10,10,15,18,18,13,-99
"2019-02-13",21,-99,-99,10,-99,-99,21,15,-99,16,10,17,-99,17,16,-99,14,15,-99,-99,20,-99,-99,15,20,-99,16,14,-99,6,17,10,16,16,10,13
"2019-02-13",22,-99,-99,15,-99,-99,22,13,-99,15,12,20,-99,17,18,-99,19,17,-99,-99,21,-99,-99,17,20,-99,16,14,-99,11,19,11,12,20,22,17
"2019-02-13",23,-99,-99,16,-99,-99,20,10,-99,14,13,18,-99,18,20,-99,22,19,-99,-99,22,-99,-99,11,17,-99,11,10,-99,12,21,13,17,20,22,18
"2019-02-13",24,-99,-99,15,-99,-99,15,16,-99,14,12,16,-99,19,22,-99,20,19,-99,-99,19,-99,-99,19,10,-99,16,9,-99,8,21,13,18,20,20,20
"2019-02-14",1,-99,-99,13,-99,-99,12,11,-99,13,13,10,-99,19,21,-99,18,22,-99,22,14,-99,-99,20,7,-99,19,8,-99,9,20,20,18,16,18,20
"2019-02-14",2,-99,-99,10,-99,-99,10,11,-99,9,11,8,-99,17,17,-99,19,18,-99,20,14,-99,-99,19,4,-99,19,7,-99,7,13,17,14,17,15,20
"2019-02-14",3,-99,-99,7,-99,-99,9,11,-99,6,10,7,-99,16,14,-99,18,18,-99,17,14,-99,-99,19,3,-99,18,7,-99,5,10,19,10,14,13,20
"2019-02-14",4,-99,-99,6,-99,-99,8,10,-99,7,7,6,-99,11,12,-99,15,20,-99,16,13,-99,-99,18,3,-99,16,5,-99,4,10,14,10,12,10,20
"2019-02-14",5,-99,-99,7,-99,-99,8,10,-99,5,6,6,-99,12,12,-99,14,18,-99,15,13,-99,-99,17,5,-99,15,8,-99,5,9,13,9,12,9,18
"2019-02-14",6,-99,-99,9,-99,-99,9,11,-99,6,7,7,-99,13,10,-99,13,16,-99,16,15,-99,-99,16,8,-99,14,11,-99,5,9,14,10,12,10,17
"2019-02-14",7,-99,-99,9,-99,-99,9,12,-99,9,6,9,-99,12,11,-99,12,18,-99,14,17,-99,-99,12,10,-99,13,14,-99,9,10,13,10,13,11,20
"2019-02-14",8,-99,-99,10,-99,-99,9,13,-99,9,13,7,-99,13,13,-99,12,16,-99,14,16,-99,-99,12,10,-99,14,16,-99,10,11,13,9,14,9,19
"2019-02-14",9,-99,-99,15,-99,-99,16,14,-99,8,13,14,-99,22,23,-99,20,20,-99,22,19,-99,-99,18,12,-99,22,10,-99,13,18,18,14,20,15,27
"2019-02-14",10,-99,-99,21,-99,-99,20,13,-99,6,18,23,-99,-99,35,-99,35,27,-99,36,35,-99,-99,22,18,-99,20,10,-99,10,22,33,11,23,24,32
"2019-02-14",11,-99,-99,26,-99,-99,14,11,-99,4,19,24,-99,-99,44,-99,38,15,-99,35,40,-99,-99,25,15,-99,14,16,-99,8,22,27,10,20,22,29
"2019-02-14",12,-99,-99,16,-99,-99,8,-99,-99,4,13,20,-99,9,34,-99,18,10,-99,29,30,-99,-99,14,7,-99,7,14,-99,4,21,19,4,8,15,18
"2019-02-14",13,-99,-99,15,-99,-99,7,-99,-99,4,8,19,-99,6,15,-99,10,8,-99,22,16,-99,-99,7,5,-99,5,8,-99,2,13,16,2,5,13,-99
"2019-02-14",14,-99,-99,11,-99,-99,6,5,-99,3,7,20,-99,9,9,-99,6,8,-99,11,9,-99,-99,7,5,-99,8,7,-99,2,15,18,2,4,10,11
"2019-02-14",15,-99,-99,12,-99,-99,7,4,-99,5,4,10,-99,5,6,-99,5,12,-99,6,7,-99,-99,-99,4,-99,10,6,-99,2,14,16,2,3,10,14
"2019-02-14",16,-99,-99,9,-99,-99,9,4,-99,6,6,8,-99,4,7,-99,5,10,-99,8,5,-99,-99,-99,5,-99,9,5,-99,3,8,13,3,4,12,10
"2019-02-14",17,-99,-99,4,-99,-99,10,5,-99,6,7,7,-99,6,7,-99,7,10,-99,10,8,-99,-99,5,5,-99,9,7,-99,3,7,8,3,5,13,11
"2019-02-14",18,-99,-99,6,-99,-99,11,5,-99,7,6,9,-99,7,8,-99,11,10,-99,12,6,-99,-99,7,5,-99,10,-99,-99,3,11,9,4,7,13,13
"2019-02-14",19,-99,-99,7,-99,-99,10,7,-99,7,9,12,-99,10,10,-99,10,8,-99,13,9,-99,-99,10,7,-99,10,10,-99,3,15,13,4,7,14,17
"2019-02-14",20,-99,-99,9,-99,-99,10,9,-99,7,13,14,-99,12,12,-99,10,10,-99,11,8,-99,-99,8,7,-99,14,7,-99,2,15,16,4,8,12,16
"2019-02-14",21,-99,-99,17,-99,-99,10,10,-99,7,16,15,-99,13,12,-99,10,11,-99,10,11,-99,-99,13,10,-99,15,6,-99,3,21,15,4,7,15,18
"2019-02-14",22,-99,-99,16,-99,-99,16,12,-99,5,17,19,-99,16,12,-99,14,15,-99,15,10,-99,-99,22,16,-99,18,8,-99,5,20,14,5,9,19,17
"2019-02-14",23,-99,-99,15,-99,-99,20,14,-99,5,16,19,-99,19,15,-99,18,20,-99,20,12,-99,-99,20,14,-99,18,8,-99,7,20,16,7,10,17,20
"2019-02-14",24,-99,-99,12,-99,-99,18,10,-99,4,14,18,-99,19,11,-99,16,23,-99,21,8,-99,-99,18,17,-99,20,10,-99,13,19,20,10,17,14,23
"2019-02-15",1,-99,-99,12,-99,-99,13,5,-99,4,13,14,-99,20,13,-99,-99,20,-99,16,7,-99,-99,10,8,-99,15,12,-99,8,16,20,10,18,16,21
"2019-02-15",2,-99,-99,12,-99,-99,9,4,-99,4,11,12,-99,19,14,-99,18,18,-99,18,14,-99,-99,11,6,-99,17,9,-99,6,15,18,10,15,15,20
"2019-02-15",3,-99,-99,11,-99,-99,11,5,-99,3,10,11,-99,18,17,-99,17,18,-99,17,9,-99,-99,18,5,-99,17,8,-99,5,15,17,11,13,13,20
"2019-02-15",4,-99,-99,12,-99,-99,9,11,-99,4,10,9,-99,17,16,-99,16,18,-99,18,9,-99,-99,16,8,-99,16,6,-99,5,13,16,10,12,14,19
"2019-02-15",5,-99,-99,13,-99,-99,8,10,-99,8,9,9,-99,16,15,-99,16,17,-99,16,15,-99,-99,16,9,-99,17,8,-99,7,13,16,11,11,13,20
"2019-02-15",6,-99,-99,13,-99,-99,10,10,-99,10,10,12,-99,15,14,-99,15,16,-99,16,17,-99,-99,16,8,-99,16,11,-99,4,13,16,10,13,13,19
"2019-02-15",7,-99,-99,12,-99,-99,10,10,-99,10,10,12,-99,15,13,-99,14,16,-99,16,17,-99,-99,14,10,-99,16,11,-99,9,14,17,11,15,12,19
"2019-02-15",8,-99,-99,11,-99,-99,11,12,-99,12,12,14,-99,16,16,-99,14,16,-99,19,17,-99,-99,14,10,-99,16,13,-99,8,14,16,10,14,11,20
"2019-02-15",9,-99,-99,17,-99,-99,14,15,-99,8,14,18,-99,21,18,-99,17,22,-99,24,-99,-99,-99,18,10,-99,18,9,-99,13,20,18,13,17,17,27
"2019-02-15",10,-99,-99,25,-99,-99,16,10,-99,8,13,30,-99,22,17,-99,19,20,-99,26,24,-99,-99,31,13,-99,14,8,-99,9,24,28,10,19,20,31
"2019-02-15",11,-99,-99,18,-99,-99,12,9,-99,8,14,35,-99,12,23,-99,20,15,-99,30,17,-99,-99,30,10,-99,10,10,-99,-99,28,25,6,16,12,16
"2019-02-15",12,-99,-99,24,-99,-99,8,5,-99,6,9,27,-99,8,15,-99,16,7,-99,19,14,-99,-99,7,6,-99,7,8,-99,-99,15,23,5,12,16,12
"2019-02-15",13,-99,-99,19,-99,-99,8,2,-99,4,6,23,-99,10,10,-99,13,7,-99,14,12,-99,-99,6,6,-99,7,8,-99,-99,19,20,3,8,11,13
"2019-02-15",14,-99,-99,15,-99,-99,8,4,-99,3,7,18,-99,8,10,-99,10,9,-99,12,12,-99,-99,5,6,-99,9,6,-99,-99,20,17,3,6,9,12
"2019-02-15",15,-99,-99,11,-99,-99,9,4,-99,3,5,18,-99,6,9,-99,10,10,-99,14,11,-99,-99,5,7,-99,10,6,-99,3,18,14,4,7,7,14
"2019-02-15",16,-99,-99,9,-99,-99,10,4,-99,6,4,14,-99,5,10,-99,9,11,-99,14,11,-99,-99,6,8,-99,10,9,-99,3,17,12,4,7,6,15
"2019-02-15",17,-99,-99,6,-99,-99,12,4,-99,10,3,17,-99,-99,11,-99,8,11,-99,12,14,-99,-99,6,9,-99,10,10,-99,3,18,10,3,6,5,19
"2019-02-15",18,-99,-99,7,-99,-99,11,5,-99,13,5,19,-99,-99,14,-99,12,14,-99,14,17,-99,-99,8,10,-99,12,12,-99,4,21,9,4,6,4,25
"2019-02-15",19,-99,-99,15,-99,-99,15,7,-99,13,9,23,-99,-99,13,-99,13,14,-99,15,20,-99,-99,11,10,-99,13,17,-99,4,21,15,5,8,8,20
"2019-02-15",20,-99,-99,26,-99,-99,18,9,-99,16,20,30,-99,-99,16,-99,17,13,-99,17,24,-99,-99,15,15,-99,13,24,-99,4,22,17,6,9,20,21
"2019-02-15",21,-99,-99,29,-99,-99,23,14,-99,10,22,28,-99,-99,18,-99,17,16,-99,17,16,-99,-99,18,15,-99,17,20,-99,4,30,17,6,11,16,27
"2019-02-15",22,-99,-99,25,-99,-99,27,10,-99,9,23,25,-99,-99,27,-99,20,16,-99,21,15,-99,-99,21,17,-99,19,13,-99,10,31,23,7,12,24,26
"2019-02-15",23,-99,-99,17,-99,-99,25,11,-99,9,24,26,-99,-99,26,-99,20,20,-99,26,18,-99,-99,20,13,-99,19,13,-99,15,30,27,11,16,26,18
"2019-02-15",24,-99,-99,19,-99,-99,22,12,-99,10,20,26,-99,-99,21,-99,23,26,-99,29,22,-99,-99,16,12,-99,19,16,-99,18,27,27,13,19,27,25
"2019-02-16",1,-99,-99,18,-99,-99,20,12,-99,8,17,23,-99,-99,20,-99,21,24,-99,26,24,-99,-99,16,11,-99,16,17,-99,15,25,25,12,15,25,27
"2019-02-16",2,-99,-99,18,-99,-99,18,7,-99,10,12,20,-99,-99,22,-99,16,17,-99,22,23,-99,-99,16,10,-99,12,16,-99,14,21,23,10,13,19,21
"2019-02-16",3,-99,-99,20,-99,-99,13,13,-99,13,10,17,-99,-99,21,-99,17,19,-99,19,20,-99,-99,16,6,-99,17,12,-99,6,20,20,10,13,16,22
"2019-02-16",4,-99,-99,19,-99,-99,11,13,-99,6,10,15,-99,-99,20,-99,16,20,-99,20,20,-99,-99,19,5,-99,17,10,-99,7,19,19,11,13,15,20
"2019-02-16",5,-99,-99,17,-99,-99,14,13,-99,14,9,15,-99,-99,18,-99,16,20,-99,19,17,-99,-99,18,7,-99,19,11,-99,10,19,18,12,13,14,19
"2019-02-16",6,-99,-99,15,-99,-99,14,15,-99,14,9,16,-99,-99,17,-99,16,18,-99,18,18,-99,-99,16,7,-99,16,13,-99,8,17,18,10,16,14,20
"2019-02-16",7,-99,-99,14,-99,-99,13,15,-99,18,10,16,-99,-99,17,-99,17,17,-99,18,19,-99,-99,15,10,-99,16,15,-99,9,15,22,12,17,14,20
"2019-02-16",8,-99,-99,14,-99,-99,14,15,-99,20,10,16,-99,-99,16,-99,17,16,-99,23,19,-99,-99,17,12,-99,17,15,-99,9,16,23,12,17,15,19
"2019-02-16",9,-99,-99,17,-99,-99,18,18,-99,20,17,18,-99,-99,18,-99,19,19,-99,18,21,-99,-99,22,17,-99,17,12,-99,12,20,30,13,17,18,26
"2019-02-16",10,-99,-99,21,-99,-99,18,15,-99,17,24,21,-99,-99,19,-99,19,23,-99,20,26,-99,-99,-99,19,-99,20,11,-99,9,25,39,11,20,23,34
"2019-02-16",11,-99,-99,16,-99,-99,15,9,-99,9,27,35,-99,-99,20,-99,15,20,-99,22,23,-99,-99,30,14,-99,24,7,-99,7,23,40,10,23,25,30
"2019-02-16",12,-99,-99,10,-99,-99,9,5,-99,6,18,20,-99,-99,13,-99,10,15,-99,12,14,-99,-99,20,6,-99,16,6,-99,5,14,20,4,17,14,20
"2019-02-16",13,-99,-99,6,-99,-99,5,3,-99,6,10,11,-99,-99,6,-99,6,7,-99,9,8,-99,-99,9,3,-99,9,4,-99,3,11,10,3,5,13,16
"2019-02-16",14,-99,-99,5,-99,-99,5,4,-99,6,8,10,-99,-99,6,-99,7,8,-99,10,7,-99,-99,8,4,-99,8,4,-99,3,9,11,3,5,8,14
"2019-02-16",15,-99,-99,7,-99,-99,6,4,-99,7,6,10,-99,-99,6,-99,7,8,-99,8,9,-99,-99,8,4,-99,8,5,-99,2,9,10,3,4,9,10
"2019-02-16",16,-99,-99,8,-99,-99,7,3,-99,8,6,10,-99,-99,6,-99,5,8,-99,9,8,-99,-99,6,5,-99,7,6,-99,2,7,6,2,4,10,11
"2019-02-16",17,-99,-99,8,-99,-99,7,3,-99,6,6,11,-99,-99,8,-99,7,8,-99,8,9,-99,-99,6,5,-99,9,6,-99,3,8,8,3,4,9,11
"2019-02-16",18,-99,-99,9,-99,-99,8,3,-99,6,8,10,-99,-99,7,-99,9,6,-99,8,10,-99,-99,8,5,-99,8,8,-99,3,9,9,4,4,8,8
"2019-02-16",19,-99,-99,14,-99,-99,8,4,-99,7,11,10,-99,-99,9,-99,10,8,-99,10,10,-99,-99,11,5,-99,10,9,-99,3,13,10,3,6,9,9
"2019-02-16",20,-99,-99,15,-99,-99,8,8,-99,7,11,7,-99,-99,14,-99,9,9,-99,9,14,-99,-99,14,5,-99,11,7,-99,2,11,13,4,6,9,17
"2019-02-16",21,-99,-99,13,-99,-99,8,10,-99,6,14,12,-99,-99,16,-99,8,13,-99,10,17,-99,-99,16,5,-99,15,11,-99,3,10,15,4,7,11,15
"2019-02-16",22,-99,-99,19,-99,-99,9,8,-99,5,17,15,-99,-99,13,-99,13,15,-99,10,8,-99,-99,15,8,-99,14,7,-99,3,9,13,3,10,11,19
"2019-02-16",23,-99,-99,17,-99,-99,10,8,-99,5,18,12,-99,-99,11,-99,14,14,-99,13,11,-99,-99,13,20,-99,14,5,-99,4,15,10,4,7,12,22
"2019-02-16",24,-99,-99,18,-99,-99,16,7,-99,7,18,12,-99,-99,15,-99,17,17,-99,17,13,-99,-99,17,17,-99,11,8,-99,4,12,10,4,6,13,15
"2019-02-17",1,-99,-99,16,-99,-99,16,6,-99,7,16,14,-99,-99,17,-99,12,16,-99,16,19,-99,-99,11,10,-99,13,10,-99,7,6,7,6,7,20,15
"2019-02-17",2,-99,-99,12,-99,-99,12,4,-99,4,14,16,-99,-99,16,-99,12,13,-99,15,20,-99,-99,7,7,-99,10,9,-99,11,15,10,5,7,17,17
"2019-02-17",3,-99,-99,10,-99,-99,11,3,-99,3,12,15,-99,-99,12,-99,13,13,-99,16,18,-99,-99,4,5,-99,10,6,-99,6,16,13,6,9,16,16
"2019-02-17",4,-99,-99,11,-99,-99,10,3,-99,3,10,13,-99,-99,16,-99,11,13,-99,14,16,-99,-99,7,5,-99,6,6,-99,4,15,16,6,10,14,15
"2019-02-17",5,-99,-99,10,-99,-99,9,2,-99,3,10,11,-99,-99,17,-99,13,14,-99,15,14,-99,-99,9,4,-99,10,6,-99,5,15,15,7,12,13,16
"2019-02-17",6,-99,-99,11,-99,-99,11,5,-99,3,10,10,-99,-99,16,-99,11,15,-99,15,19,-99,-99,11,5,-99,12,10,-99,4,14,12,8,10,12,15
"2019-02-17",7,-99,-99,12,-99,-99,14,4,-99,4,9,11,-99,-99,17,-99,13,15,-99,15,18,-99,-99,14,7,-99,14,16,-99,7,13,16,9,12,12,15
"2019-02-17",8,-99,-99,12,-99,-99,13,4,-99,4,10,13,-99,-99,18,-99,15,14,-99,16,20,-99,-99,15,14,-99,15,14,-99,8,14,16,10,16,12,17
"2019-02-17",9,-99,-99,15,-99,-99,18,5,-99,4,14,15,-99,-99,17,-99,13,20,-99,19,19,-99,-99,13,15,-99,16,10,-99,9,19,20,10,19,14,19
"2019-02-17",10,-99,-99,16,-99,-99,13,2,-99,3,13,24,-99,-99,10,-99,10,15,-99,14,9,-99,-99,7,10,-99,13,6,-99,7,18,19,8,16,12,11
"2019-02-17",11,-99,-99,13,-99,-99,10,1,-99,3,12,13,-99,-99,9,-99,6,6,-99,9,9,-99,-99,4,8,-99,5,7,-99,2,14,9,3,7,14,13
"2019-02-17",12,-99,-99,7,-99,-99,8,1,-99,3,14,10,-99,-99,6,-99,8,6,-99,9,8,-99,-99,3,7,-99,5,6,-99,3,10,-99,2,3,10,10
"2019-02-17",13,-99,-99,5,-99,-99,7,1,-99,3,9,10,-99,-99,7,-99,5,5,-99,7,7,-99,-99,3,5,-99,4,4,-99,3,7,-99,2,3,8,7
"2019-02-17",14,-99,-99,5,-99,-99,6,2,-99,3,6,7,-99,-99,5,-99,5,4,-99,6,7,-99,-99,3,5,-99,4,3,-99,2,7,-99,2,3,6,5
"2019-02-17",15,-99,-99,5,-99,-99,5,2,-99,3,5,5,-99,-99,6,-99,5,4,-99,6,7,-99,-99,4,4,-99,3,3,-99,2,7,-99,2,3,5,6
"2019-02-17",16,-99,-99,5,-99,-99,5,2,-99,3,4,4,-99,-99,7,-99,5,3,-99,6,6,-99,-99,4,4,-99,5,2,-99,2,7,-99,3,3,6,6
"2019-02-17",17,-99,-99,5,-99,-99,6,2,-99,3,4,4,-99,-99,7,-99,6,3,-99,6,4,-99,-99,5,4,-99,6,3,-99,2,6,-99,3,3,5,5
"2019-02-17",18,-99,-99,9,-99,-99,6,2,-99,4,5,6,-99,-99,7,-99,7,4,-99,7,5,-99,-99,7,3,-99,7,5,-99,3,10,-99,3,5,5,6
"2019-02-17",19,-99,-99,8,-99,-99,9,4,-99,5,8,8,-99,-99,10,-99,10,6,-99,9,10,-99,-99,10,4,-99,9,9,-99,2,8,-99,3,7,8,8
"2019-02-17",20,-99,-99,11,-99,-99,9,10,-99,5,13,13,-99,-99,12,-99,13,8,-99,13,7,-99,-99,13,6,-99,12,10,-99,4,11,-99,4,7,10,17
"2019-02-17",21,-99,-99,16,-99,-99,12,12,-99,5,12,16,-99,-99,10,-99,13,11,-99,14,12,-99,-99,17,9,-99,12,9,-99,12,14,-99,5,8,15,20
"2019-02-17",22,-99,-99,16,-99,-99,14,13,-99,5,8,18,-99,-99,13,-99,19,14,-99,19,10,-99,-99,11,15,-99,15,10,-99,8,18,-99,8,18,17,17
"2019-02-17",23,-99,-99,9,-99,-99,15,-99,-99,5,12,17,-99,-99,20,-99,22,15,-99,24,15,-99,-99,12,17,-99,13,9,-99,11,23,-99,10,17,21,14
"2019-02-17",24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-02-18",1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-02-18",2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-02-18",3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-02-18",4,-99,-99,11,-99,-99,-99,9,-99,12,10,12,-99,-99,10,-99,9,15,-99,12,15,-99,-99,10,-99,-99,13,8,-99,6,14,16,5,10,12,15
"2019-02-18",5,-99,-99,12,-99,-99,-99,8,-99,12,10,13,-99,-99,12,-99,10,15,-99,13,16,-99,-99,13,-99,-99,14,10,-99,5,13,15,5,14,12,15
"2019-02-18",6,-99,-99,13,-99,-99,-99,10,-99,14,10,14,-99,-99,14,-99,13,15,-99,15,17,-99,-99,12,-99,-99,14,14,-99,8,12,16,9,14,12,17
"2019-02-18",7,-99,-99,14,-99,-99,-99,12,-99,20,14,15,-99,-99,15,-99,14,15,-99,15,18,-99,-99,13,-99,-99,14,18,-99,10,15,16,11,14,12,16
"2019-02-18",8,-99,-99,14,-99,-99,-99,13,-99,18,21,16,-99,-99,15,-99,16,15,-99,21,20,-99,-99,15,-99,-99,14,17,-99,9,18,16,12,15,12,15
"2019-02-18",9,-99,-99,17,-99,-99,-99,13,-99,17,17,19,-99,-99,22,-99,25,21,-99,29,22,-99,-99,22,-99,-99,16,11,-99,10,24,21,13,19,17,25
"2019-02-18",10,-99,-99,27,-99,-99,-99,16,-99,12,20,32,-99,-99,28,-99,33,24,-99,29,26,-99,-99,33,-99,-99,23,11,-99,7,40,27,11,27,22,35
"2019-02-18",11,-99,-99,30,-99,-99,-99,7,-99,8,19,36,-99,-99,31,-99,36,18,-99,32,27,-99,-99,33,-99,-99,16,15,-99,4,28,27,11,35,20,23
"2019-02-18",12,-99,-99,20,-99,-99,-99,2,-99,16,15,30,-99,-99,28,-99,26,9,-99,20,25,-99,-99,9,-99,-99,10,16,-99,5,23,20,5,10,14,13
"2019-02-18",13,-99,-99,17,-99,-99,-99,2,-99,15,12,23,-99,-99,14,-99,6,6,-99,8,19,-99,-99,4,-99,-99,6,12,-99,1,17,9,2,4,7,10
