"FECHA","HORA","ACO","AJM","ATI","BJU","CAM","CCA","CHO","COY","CUA","CUT","FAC","FAR","GAM","HGM","INN","IZT","LLA","LPR","MER","MGH","MON","MPA","NEZ","PED","SAC","SAG","SFE","SJA","TAH","TLA","TLI","UAX","UIZ","VIF","XAL"
"2019-01-01",1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-01-01",2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-01-01",3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-01-01",4,-99,1,15,15,17,15,13,-99,14,9,16,-99,16,17,-99,17,14,-99,17,17,-99,-99,17,14,-99,15,7,-99,11,14,-99,14,16,18,17
"2019-01-01",5,-99,1,12,15,16,13,12,-99,16,8,14,-99,15,17,-99,16,12,-99,19,17,-99,-99,16,9,-99,14,6,-99,7,14,-99,14,16,16,16
"2019-01-01",6,-99,1,12,14,16,12,10,-99,11,8,11,-99,14,17,-99,16,11,-99,17,16,-99,-99,15,10,-99,14,5,-99,7,13,-99,12,15,11,14
"2019-01-01",7,-99,2,11,14,15,10,10,-99,10,7,11,-99,13,16,-99,16,11,-99,16,16,-99,-99,12,7,-99,13,6,-99,6,13,-99,12,14,12,14
"2019-01-01",8,-99,2,10,13,15,9,10,-99,11,5,9,-99,12,15,-99,14,11,-99,16,15,-99,-99,10,8,-99,11,8,-99,5,11,-99,10,14,10,13
"2019-01-01",9,-99,5,10,13,14,9,8,-99,9,7,10,-99,18,17,-99,13,20,-99,16,15,-99,-99,19,7,-99,13,8,-99,11,12,-99,13,15,14,20
"2019-01-01",10,-99,5,10,14,15,11,8,-99,3,14,12,-99,22,21,-99,15,27,-99,28,12,-99,-99,17,7,-99,21,9,-99,7,20,-99,13,13,16,26
"2019-01-01",11,-99,6,7,18,12,11,4,-99,2,13,10,-99,14,17,-99,19,17,-99,21,9,-99,-99,16,10,-99,13,7,-99,10,25,-99,10,17,14,21
"2019-01-01",12,-99,9,3,17,12,15,4,-99,5,7,10,-99,7,12,-99,17,9,-99,14,7,-99,-99,6,12,-99,10,6,-99,9,11,-99,9,12,9,10
"2019-01-01",13,-99,10,4,11,9,10,2,-99,5,5,10,-99,4,14,-99,10,8,-99,11,10,-99,-99,5,15,-99,6,6,-99,6,11,-99,10,6,4,9
"2019-01-01",14,-99,8,6,7,8,6,2,-99,6,3,8,-99,3,9,-99,6,6,-99,9,12,-99,-99,6,10,-99,5,7,-99,3,8,-99,8,7,5,6
"2019-01-01",15,-99,7,7,5,7,7,2,-99,5,3,8,-99,4,9,-99,7,8,-99,8,11,-99,-99,4,8,-99,6,7,-99,2,10,-99,6,6,5,7
"2019-01-01",16,-99,6,7,4,9,7,2,-99,9,4,9,-99,4,8,-99,7,7,-99,10,8,-99,-99,3,7,-99,6,9,-99,2,10,-99,4,4,4,7
"2019-01-01",17,-99,3,10,6,9,6,3,-99,10,4,10,-99,4,6,-99,6,4,-99,7,7,-99,-99,4,6,-99,7,8,-99,2,8,-99,2,3,7,6
"2019-01-01",18,-99,3,12,7,10,5,3,-99,7,7,17,-99,6,8,-99,9,5,-99,8,9,-99,-99,6,4,-99,10,8,-99,2,10,-99,3,4,9,8
"2019-01-01",19,-99,2,17,10,13,6,8,-99,11,8,22,-99,10,15,-99,14,10,-99,12,18,-99,-99,7,7,-99,14,16,-99,3,14,-99,7,6,12,10
"2019-01-01",20,-99,2,16,14,20,7,12,-99,25,9,26,-99,16,18,-99,16,15,-99,20,27,-99,-99,11,8,-99,14,19,-99,5,18,-99,10,10,11,20
"2019-01-01",21,-99,4,10,18,23,10,11,-99,12,7,9,-99,23,21,-99,20,19,-99,22,13,-99,-99,18,12,-99,20,19,-99,9,16,-99,13,18,7,22
"2019-01-01",22,-99,8,10,14,16,12,12,-99,17,8,12,-99,23,12,-99,21,15,-99,19,13,-99,-99,19,11,-99,17,22,-99,13,13,-99,19,22,9,23
"2019-01-01",23,-99,6,9,16,14,10,12,-99,20,15,10,-99,20,13,-99,16,17,-99,22,14,-99,-99,23,8,-99,15,17,-99,13,12,-99,17,20,10,22
"2019-01-01",24,-99,5,8,15,15,10,12,-99,17,11,9,-99,19,12,-99,23,14,-99,21,13,-99,-99,16,8,-99,14,14,-99,11,10,-99,16,21,11,23
"2019-01-02",1,-99,5,6,14,13,11,10,-99,12,13,11,-99,18,10,-99,21,11,-99,19,19,-99,-99,11,8,-99,14,9,-99,10,9,-99,16,20,10,20
"2019-01-02",2,-99,4,6,21,11,15,14,-99,10,12,13,-99,16,11,-99,19,14,-99,19,20,-99,-99,12,7,-99,16,10,-99,10,10,-99,15,19,11,18
"2019-01-02",3,-99,3,6,19,11,12,9,-99,9,10,11,-99,12,16,-99,18,14,-99,17,19,-99,-99,11,5,-99,15,9,-99,10,9,-99,14,17,12,15
"2019-01-02",4,-99,7,8,18,16,8,13,-99,7,9,7,-99,10,16,-99,13,12,-99,14,18,-99,-99,10,5,-99,11,6,-99,10,14,-99,12,12,14,15
"2019-01-02",5,-99,10,7,13,16,8,14,-99,9,10,7,-99,10,15,-99,12,14,-99,12,17,-99,-99,8,6,-99,12,10,-99,9,13,-99,12,11,11,14
"2019-01-02",6,-99,9,11,12,16,11,12,-99,13,11,8,-99,11,13,-99,11,14,-99,12,16,-99,-99,7,10,-99,14,12,-99,10,15,-99,11,10,12,15
"2019-01-02",7,-99,11,12,11,13,11,14,-99,19,14,12,-99,12,13,-99,10,14,-99,13,15,-99,-99,9,13,-99,14,16,-99,9,15,-99,11,10,10,14
"2019-01-02",8,-99,11,12,10,14,11,15,-99,22,14,13,-99,12,13,-99,11,14,-99,14,14,-99,-99,10,14,-99,14,18,-99,12,16,-99,11,10,12,16
"2019-01-02",9,-99,11,13,13,18,15,14,-99,16,15,16,-99,13,16,-99,13,15,-99,16,18,-99,-99,9,15,-99,13,12,-99,11,17,-99,13,12,11,17
"2019-01-02",10,-99,16,15,17,22,20,14,-99,16,12,20,-99,17,18,-99,14,17,-99,19,23,-99,-99,10,19,-99,12,11,-99,10,22,-99,15,15,11,20
"2019-01-02",11,-99,20,18,20,26,20,12,-99,23,13,24,-99,15,22,-99,18,15,-99,21,24,-99,-99,8,21,-99,13,23,-99,8,29,-99,14,17,11,20
"2019-01-02",12,-99,18,29,21,18,15,9,-99,30,9,-99,-99,-99,20,-99,17,15,-99,16,20,-99,-99,10,16,-99,15,26,-99,5,19,-99,17,17,11,16
"2019-01-02",13,-99,14,20,19,12,15,3,-99,26,8,-99,-99,-99,15,-99,20,8,-99,13,15,-99,-99,13,14,-99,10,19,-99,5,12,-99,16,18,11,12
"2019-01-02",14,-99,14,14,15,15,15,3,-99,23,9,-99,-99,-99,17,-99,18,9,-99,15,18,-99,-99,7,13,-99,9,18,-99,5,13,-99,15,11,9,12
"2019-01-02",15,-99,17,16,15,18,13,4,-99,23,10,-99,-99,8,18,-99,15,10,-99,19,20,-99,-99,5,14,-99,7,20,-99,4,15,-99,15,7,7,12
"2019-01-02",16,-99,15,17,15,19,13,5,-99,6,12,25,-99,12,18,-99,16,7,-99,17,19,-99,-99,7,15,-99,9,19,-99,2,18,-99,8,9,9,14
"2019-01-02",17,-99,12,17,11,17,7,7,-99,10,18,24,-99,10,10,-99,11,8,-99,10,16,-99,-99,9,9,-99,11,18,-99,3,20,-99,3,5,10,14
"2019-01-02",18,-99,14,21,13,20,10,8,-99,7,17,35,-99,12,14,-99,14,9,-99,13,19,-99,-99,12,16,-99,14,12,-99,5,23,-99,5,7,15,15
"2019-01-02",19,-99,12,30,20,28,16,12,-99,10,25,34,-99,13,21,-99,17,16,-99,19,17,-99,-99,12,20,-99,17,18,-99,10,30,-99,7,10,18,21
"2019-01-02",20,-99,6,33,26,31,18,19,-99,14,36,33,-99,17,22,-99,20,17,-99,26,14,-99,-99,19,18,-99,19,20,-99,6,29,-99,9,15,20,24
"2019-01-02",21,-99,7,29,26,32,16,19,-99,14,33,28,-99,25,27,-99,18,30,-99,27,12,-99,-99,22,11,-99,23,16,-99,12,31,-99,9,19,24,27
"2019-01-02",22,-99,10,13,24,33,20,16,-99,15,26,23,-99,27,25,-99,21,28,-99,27,16,-99,-99,18,13,-99,28,18,-99,11,26,-99,14,19,29,28
"2019-01-02",23,-99,14,12,24,27,19,19,-99,10,24,21,-99,26,24,-99,23,26,-99,27,18,-99,-99,22,20,-99,27,20,-99,12,23,-99,14,17,26,28
"2019-01-02",24,-99,12,15,23,23,16,13,-99,17,21,22,-99,26,24,-99,24,24,-99,24,23,-99,-99,26,11,-99,24,16,-99,9,22,-99,18,20,23,29
"2019-01-03",1,-99,10,16,22,21,11,12,-99,18,19,20,-99,24,24,-99,22,22,-99,26,25,-99,-99,23,7,-99,21,12,-99,8,21,-99,18,21,22,26
"2019-01-03",2,-99,7,14,20,20,18,12,-99,17,16,16,-99,22,22,-99,22,21,-99,24,23,-99,-99,22,8,-99,21,13,-99,10,19,-99,16,21,20,24
"2019-01-03",3,-99,7,12,20,14,18,14,-99,15,15,14,-99,20,22,-99,20,19,-99,22,20,-99,-99,20,6,-99,18,10,-99,6,20,-99,13,17,20,22
"2019-01-03",4,-99,5,12,17,20,16,12,-99,13,12,11,-99,19,19,-99,19,18,-99,20,20,-99,-99,19,10,-99,19,9,-99,5,17,-99,9,15,19,22
"2019-01-03",5,-99,4,16,13,24,16,11,-99,11,10,10,-99,19,16,-99,15,17,-99,20,20,-99,-99,17,15,-99,18,12,-99,5,16,-99,8,16,17,21
"2019-01-03",6,-99,4,16,16,24,15,15,-99,16,10,14,-99,17,18,-99,15,17,-99,18,22,-99,-99,13,10,-99,17,17,-99,6,17,-99,10,17,17,19
"2019-01-03",7,-99,6,16,18,22,15,13,-99,23,12,15,-99,16,20,-99,19,16,-99,20,22,-99,-99,15,14,-99,16,20,-99,11,19,-99,13,17,17,20
"2019-01-03",8,-99,10,15,18,31,15,13,-99,19,11,15,-99,17,20,-99,17,18,-99,22,23,-99,-99,15,17,-99,17,22,-99,9,20,-99,13,19,15,21
"2019-01-03",9,-99,10,15,20,25,16,19,-99,12,13,16,-99,20,23,-99,18,20,-99,25,22,-99,-99,15,19,-99,19,21,-99,14,27,-99,14,21,16,25
"2019-01-03",10,-99,12,21,25,30,21,20,-99,11,22,20,-99,22,30,-99,28,22,-99,32,26,-99,-99,16,27,-99,20,17,-99,14,29,-99,20,26,20,29
"2019-01-03",11,-99,19,23,29,42,23,-99,-99,11,18,25,-99,24,28,-99,39,30,-99,43,33,-99,-99,24,26,-99,23,17,-99,13,37,-99,24,34,26,31
"2019-01-03",12,-99,18,32,26,33,21,5,-99,11,24,32,-99,24,24,-99,30,22,-99,38,23,-99,-99,30,23,-99,22,18,-99,10,45,-99,12,25,28,22
"2019-01-03",13,-99,15,43,20,28,16,3,-99,18,17,41,-99,13,-99,-99,34,22,-99,39,25,-99,-99,21,20,-99,16,23,-99,5,34,-99,11,20,20,15
"2019-01-03",14,-99,14,36,28,18,15,4,-99,21,12,39,-99,9,-99,-99,31,23,-99,27,31,-99,-99,12,14,-99,10,21,-99,12,37,-99,14,18,-99,14
"2019-01-03",15,-99,12,16,27,19,18,4,-99,19,10,32,-99,9,-99,-99,15,23,-99,20,29,-99,-99,8,14,-99,9,19,-99,4,30,-99,12,11,9,15
"2019-01-03",16,-99,10,10,18,17,15,5,-99,18,7,20,-99,8,-99,-99,12,22,-99,16,27,-99,-99,6,14,-99,12,18,-99,3,24,-99,7,8,7,15
"2019-01-03",17,-99,13,13,11,17,12,5,-99,21,7,21,-99,8,-99,-99,10,19,-99,13,23,-99,-99,8,13,-99,15,18,-99,3,21,-99,4,7,5,16
"2019-01-03",18,-99,18,16,13,21,13,5,-99,28,11,31,-99,10,-99,-99,14,22,-99,16,30,-99,-99,9,14,-99,18,22,-99,4,27,-99,5,9,7,29
"2019-01-03",19,-99,18,28,18,30,17,7,-99,35,12,39,-99,14,21,-99,23,12,-99,19,25,-99,-99,12,15,-99,16,30,-99,9,30,-99,8,11,24,21
"2019-01-03",20,-99,13,36,20,26,17,12,-99,32,28,39,-99,16,25,-99,23,19,-99,22,24,-99,-99,16,23,-99,20,33,-99,20,31,-99,12,12,22,20
"2019-01-03",21,-99,10,32,24,30,21,15,-99,25,31,41,-99,22,23,-99,26,26,-99,30,30,-99,-99,19,19,-99,18,41,-99,21,32,-99,15,18,24,25
"2019-01-03",22,-99,9,27,25,35,22,14,-99,20,28,36,-99,26,28,-99,27,26,-99,30,33,-99,-99,19,19,-99,23,37,-99,21,35,-99,17,24,27,25
"2019-01-03",23,-99,9,21,26,37,26,15,-99,16,24,30,-99,25,28,-99,25,24,-99,29,33,-99,-99,16,25,-99,24,30,-99,17,34,-99,15,25,25,27
"2019-01-03",24,-99,8,20,25,35,25,9,-99,23,21,26,-99,25,28,-99,22,24,-99,25,35,-99,-99,21,19,-99,23,21,-99,11,32,-99,20,22,26,26
"2019-01-04",1,-99,6,19,24,33,24,16,-99,18,20,20,-99,23,22,-99,21,21,-99,23,33,-99,-99,20,10,-99,22,16,-99,11,30,-99,17,20,25,24
"2019-01-04",2,-99,5,20,21,29,23,16,-99,22,17,20,-99,20,23,-99,21,20,-99,23,31,-99,-99,21,15,-99,21,13,-99,13,26,-99,15,15,25,23
"2019-01-04",3,-99,7,21,21,29,22,14,-99,18,17,13,-99,19,22,-99,20,18,-99,22,29,-99,-99,14,16,-99,20,13,-99,11,24,-99,12,15,21,22
"2019-01-04",4,-99,5,19,18,27,19,15,-99,18,15,10,-99,18,19,-99,17,17,-99,21,26,-99,-99,20,15,-99,19,12,-99,8,23,-99,9,11,18,21
"2019-01-04",5,-99,5,18,14,34,18,16,-99,15,13,12,-99,18,14,-99,15,18,-99,18,24,-99,-99,19,11,-99,20,15,-99,8,21,-99,9,10,18,22
"2019-01-04",6,-99,6,18,20,26,16,17,-99,19,12,15,-99,19,15,-99,18,19,-99,20,24,-99,-99,17,11,-99,18,22,-99,8,19,-99,11,19,15,24
"2019-01-04",7,-99,9,19,21,24,15,15,-99,19,13,18,-99,20,22,-99,19,19,-99,21,25,-99,-99,17,16,-99,17,25,-99,8,21,-99,15,17,14,23
"2019-01-04",8,-99,10,19,20,22,16,16,-99,24,13,20,-99,15,21,-99,20,19,-99,25,25,-99,-99,18,17,-99,17,23,-99,11,21,-99,15,18,15,20
"2019-01-04",9,-99,14,22,24,29,17,13,-99,22,18,20,-99,-99,26,-99,24,23,-99,25,26,-99,-99,22,16,-99,20,19,-99,10,25,-99,19,24,20,30
"2019-01-04",10,-99,12,27,32,-99,22,13,-99,19,18,24,-99,-99,39,-99,31,30,-99,35,27,-99,-99,21,25,-99,29,16,-99,15,42,-99,22,30,22,38
"2019-01-04",11,-99,11,-99,36,-99,19,11,-99,21,13,35,-99,-99,39,-99,37,30,-99,36,19,-99,-99,19,29,-99,28,20,-99,16,35,-99,27,25,23,27
"2019-01-04",12,-99,15,-99,31,-99,23,3,-99,13,11,30,-99,-99,23,-99,14,20,-99,17,19,-99,-99,10,28,-99,19,19,-99,21,24,-99,19,13,15,20
"2019-01-04",13,-99,20,-99,20,-99,21,2,-99,18,8,20,-99,-99,17,-99,10,9,-99,11,22,-99,-99,6,21,-99,11,17,-99,13,15,-99,10,9,6,13
"2019-01-04",14,-99,14,-99,13,-99,13,3,-99,20,6,13,-99,-99,12,-99,9,10,-99,9,22,-99,-99,8,17,-99,10,19,-99,7,15,-99,7,7,5,15
"2019-01-04",15,-99,12,7,10,20,10,4,-99,20,5,14,-99,6,15,-99,9,10,-99,14,21,-99,-99,9,14,-99,8,19,-99,4,17,-99,6,9,6,11
"2019-01-04",16,-99,14,7,10,17,10,4,-99,20,6,14,-99,9,15,-99,9,10,-99,17,20,-99,-99,8,12,-99,9,19,-99,3,14,-99,6,9,6,15
"2019-01-04",17,-99,15,8,10,18,10,6,-99,19,-99,14,-99,12,19,-99,10,13,-99,22,18,-99,-99,8,13,-99,10,20,-99,3,12,-99,5,9,7,22
"2019-01-04",18,-99,16,12,15,25,19,6,-99,20,11,37,-99,13,22,-99,15,26,-99,19,25,-99,-99,9,22,-99,16,21,-99,6,21,-99,6,7,8,27
"2019-01-04",19,-99,18,20,17,33,19,11,-99,20,17,34,-99,15,21,-99,19,17,-99,20,28,-99,-99,12,21,-99,17,30,-99,15,28,-99,10,10,13,20
"2019-01-04",20,-99,16,17,22,27,23,15,-99,17,10,29,-99,19,25,-99,26,13,-99,24,25,-99,-99,14,35,-99,17,28,-99,22,24,-99,16,23,9,18
"2019-01-04",21,-99,18,16,28,24,28,14,-99,14,10,16,-99,12,24,-99,26,9,-99,23,27,-99,-99,19,31,-99,19,18,-99,25,21,-99,19,24,8,20
"2019-01-04",22,-99,14,13,26,25,30,17,-99,14,11,15,-99,17,22,-99,26,9,-99,26,23,-99,-99,23,26,-99,16,16,-99,16,20,-99,23,23,10,25
"2019-01-04",23,-99,12,17,26,27,26,11,-99,16,9,14,-99,25,27,-99,29,16,-99,29,16,-99,-99,24,21,-99,16,23,-99,20,28,-99,23,27,14,27
"2019-01-04",24,-99,11,20,17,28,21,8,-99,16,11,13,-99,20,20,-99,27,21,-99,29,12,-99,-99,24,18,-99,21,16,-99,22,25,-99,21,25,14,30
"2019-01-05",1,-99,9,9,16,27,19,15,-99,17,19,17,-99,24,26,-99,25,14,-99,26,16,-99,-99,24,14,-99,14,15,-99,20,25,-99,22,27,13,29
"2019-01-05",2,-99,6,12,17,26,14,13,-99,9,17,16,-99,25,20,-99,27,19,-99,26,10,-99,-99,22,10,-99,15,19,-99,18,27,-99,21,27,-99,27
"2019-01-05",3,-99,5,12,23,24,15,13,-99,19,16,11,-99,21,22,-99,25,21,-99,25,20,-99,-99,16,8,-99,20,11,-99,15,25,-99,18,24,21,24
"2019-01-05",4,-99,6,8,22,25,17,12,-99,13,14,12,-99,19,22,-99,20,21,-99,22,21,-99,-99,20,10,-99,22,12,-99,12,13,-99,16,22,17,23
"2019-01-05",5,-99,5,10,20,26,15,14,-99,15,13,11,-99,18,22,-99,21,21,-99,22,18,-99,-99,19,10,-99,19,15,-99,11,14,-99,15,20,16,22
"2019-01-05",6,-99,5,16,18,24,13,12,-99,23,12,13,-99,18,23,-99,19,20,-99,23,20,-99,-99,18,9,-99,18,17,-99,11,18,-99,14,18,17,21
"2019-01-05",7,-99,7,17,18,26,14,13,-99,24,11,17,-99,18,26,-99,-99,19,-99,28,22,-99,-99,16,12,-99,19,22,-99,11,20,-99,15,17,18,20
"2019-01-05",8,-99,9,18,18,24,15,12,-99,29,12,20,-99,18,27,-99,-99,18,-99,27,24,-99,-99,16,18,-99,18,24,-99,11,20,-99,13,18,17,22
"2019-01-05",9,-99,17,18,20,26,20,16,-99,31,20,20,-99,20,26,-99,21,20,-99,24,29,-99,-99,18,18,-99,18,15,-99,12,23,-99,14,22,17,25
"2019-01-05",10,-99,16,23,27,28,21,18,-99,23,25,30,-99,28,27,-99,28,27,-99,29,32,-99,-99,24,21,-99,18,14,-99,12,23,-99,17,28,15,35
"2019-01-05",11,-99,16,18,30,25,18,16,-99,14,30,36,-99,30,30,-99,33,24,-99,33,29,-99,-99,23,20,-99,19,11,-99,11,29,-99,17,34,15,42
"2019-01-05",12,-99,16,20,30,21,19,20,-99,12,17,24,-99,29,29,-99,30,17,-99,30,22,-99,-99,17,20,-99,25,20,-99,9,33,-99,17,32,10,39
"2019-01-05",13,-99,10,15,18,19,17,21,-99,9,7,13,-99,21,15,-99,19,10,-99,23,13,-99,-99,15,16,-99,13,13,-99,11,21,-99,14,22,8,27
"2019-01-05",14,-99,7,10,10,18,10,10,-99,10,4,18,-99,9,13,-99,13,6,-99,18,10,-99,-99,11,10,-99,6,10,-99,13,15,-99,10,13,4,10
"2019-01-05",15,-99,8,6,7,15,9,7,-99,8,4,12,-99,6,13,-99,13,6,-99,16,10,-99,-99,10,9,-99,7,8,-99,10,14,-99,9,10,4,12
"2019-01-05",16,-99,8,6,10,12,9,7,-99,10,5,9,-99,6,14,-99,12,7,-99,15,12,-99,-99,7,8,-99,7,8,-99,9,13,-99,10,8,3,12
"2019-01-05",17,-99,10,7,9,11,11,8,-99,11,6,10,-99,5,12,-99,12,8,-99,19,13,-99,-99,7,12,-99,-99,10,-99,8,10,-99,9,8,3,11
"2019-01-05",18,-99,17,10,10,13,12,8,-99,11,5,15,-99,8,16,-99,14,15,-99,18,16,-99,-99,10,14,-99,-99,11,-99,8,12,-99,10,10,6,12
"2019-01-05",19,-99,15,12,14,21,17,10,-99,15,11,15,-99,19,16,-99,21,16,-99,30,16,-99,-99,14,19,-99,-99,14,-99,15,22,-99,12,19,10,15
"2019-01-05",20,-99,12,15,16,18,20,13,-99,16,10,13,-99,13,15,-99,21,12,-99,18,23,-99,-99,15,24,-99,-99,16,-99,20,15,-99,12,15,9,17
"2019-01-05",21,-99,20,14,13,20,12,19,-99,13,8,13,-99,13,15,-99,16,14,-99,18,16,-99,-99,18,25,-99,-99,13,-99,17,19,-99,13,16,10,21
"2019-01-05",22,-99,10,14,15,20,18,18,-99,13,7,10,-99,23,16,-99,18,17,-99,21,12,-99,-99,19,19,-99,-99,17,-99,15,17,-99,17,23,15,28
"2019-01-05",23,-99,8,11,12,19,16,14,-99,16,8,9,-99,22,12,-99,15,18,-99,21,13,-99,-99,23,18,-99,-99,18,-99,16,18,-99,17,22,15,27
"2019-01-05",24,-99,6,10,14,20,15,23,-99,24,9,16,-99,24,12,-99,17,17,-99,23,11,-99,-99,23,14,-99,17,19,-99,13,20,-99,21,24,-99,27
"2019-01-06",1,-99,5,13,20,17,20,21,-99,16,17,12,-99,23,16,-99,18,14,-99,23,20,-99,-99,22,12,-99,19,13,-99,16,17,-99,22,26,13,26
"2019-01-06",2,-99,5,12,22,20,18,21,-99,24,16,16,-99,22,18,-99,20,12,-99,19,15,-99,-99,22,8,-99,20,9,-99,10,19,-99,18,22,20,23
"2019-01-06",3,-99,4,13,21,20,16,13,-99,14,14,15,-99,20,15,-99,20,20,-99,21,19,-99,-99,20,8,-99,20,9,-99,13,12,-99,19,23,20,22
"2019-01-06",4,-99,3,15,21,23,17,16,-99,11,12,10,-99,19,24,-99,20,20,-99,23,20,-99,-99,18,10,-99,19,10,-99,12,10,-99,16,22,17,20
"2019-01-06",5,-99,3,11,19,20,17,14,-99,11,13,10,-99,17,22,-99,22,19,-99,21,15,-99,-99,20,10,-99,20,10,-99,11,11,-99,14,21,17,20
"2019-01-06",6,-99,4,11,19,20,12,16,-99,8,11,11,-99,16,21,-99,21,18,-99,22,20,-99,-99,17,8,-99,19,8,-99,12,13,-99,12,20,17,20
"2019-01-06",7,-99,5,14,19,20,12,12,-99,16,11,17,-99,18,22,-99,21,17,-99,24,21,-99,-99,16,11,-99,17,18,-99,15,13,-99,14,20,14,19
"2019-01-06",8,-99,8,16,18,21,13,12,-99,20,11,15,-99,17,23,-99,23,17,-99,24,20,-99,-99,15,17,-99,15,-99,-99,13,16,-99,13,18,13,18
"2019-01-06",9,-99,9,17,20,23,14,15,-99,25,13,16,-99,19,22,-99,23,18,-99,22,22,-99,-99,16,16,-99,18,18,-99,16,17,-99,15,20,13,23
"2019-01-06",10,-99,15,16,25,24,21,13,-99,17,13,23,-99,27,31,-99,27,22,-99,30,23,-99,-99,18,15,-99,20,13,-99,18,20,-99,13,23,16,29
"2019-01-06",11,-99,11,11,24,23,20,12,-99,10,11,22,-99,28,31,-99,25,26,-99,30,23,-99,-99,21,14,-99,25,6,-99,12,26,-99,13,31,22,27
"2019-01-06",12,-99,12,8,16,12,16,14,-99,6,9,11,-99,17,20,-99,20,20,-99,21,17,-99,-99,18,10,-99,23,9,-99,8,17,-99,10,19,15,26
"2019-01-06",13,-99,8,5,10,10,10,11,-99,5,5,9,-99,12,11,-99,11,10,-99,12,8,-99,-99,11,9,-99,14,6,-99,7,11,-99,7,14,6,22
"2019-01-06",14,-99,6,4,6,8,6,4,-99,5,3,6,-99,9,8,-99,8,6,-99,9,7,-99,-99,9,6,-99,6,5,-99,7,8,-99,6,9,2,10
"2019-01-06",15,-99,5,5,5,7,6,4,-99,5,3,7,-99,3,8,-99,7,6,-99,9,6,-99,-99,9,5,-99,5,4,-99,8,8,-99,5,10,2,8
"2019-01-06",16,-99,5,4,4,5,6,4,-99,5,4,6,-99,2,5,-99,6,5,-99,8,7,-99,-99,5,6,-99,5,5,-99,9,7,-99,6,7,3,8
"2019-01-06",17,-99,7,6,4,6,5,4,-99,6,3,7,-99,2,6,-99,7,8,-99,7,7,-99,-99,5,5,-99,6,4,-99,6,10,-99,5,4,3,8
"2019-01-06",18,-99,10,8,6,9,6,6,-99,8,4,11,-99,6,8,-99,10,11,-99,11,15,-99,-99,9,8,-99,8,7,-99,7,9,-99,6,6,3,7
"2019-01-06",19,-99,11,11,10,17,12,11,-99,14,8,20,-99,16,12,-99,16,22,-99,19,17,-99,-99,17,16,-99,14,15,-99,15,15,-99,10,14,9,10
"2019-01-06",20,-99,10,13,16,23,19,17,-99,14,17,18,-99,17,20,-99,23,26,-99,23,16,-99,-99,24,21,-99,21,31,-99,13,29,-99,26,24,16,12
"2019-01-06",21,-99,9,11,22,23,20,23,-99,15,14,17,-99,12,19,-99,20,14,-99,20,17,-99,-99,16,24,-99,19,28,-99,13,30,-99,29,18,15,16
"2019-01-06",22,-99,15,18,12,18,21,18,-99,22,16,21,-99,14,12,-99,23,17,-99,19,18,-99,-99,20,24,-99,17,23,-99,21,26,-99,24,21,20,18
"2019-01-06",23,-99,10,10,19,31,16,10,-99,27,21,21,-99,22,19,-99,23,24,-99,21,27,-99,-99,24,13,-99,25,18,-99,13,29,-99,26,26,23,20
"2019-01-06",24,-99,7,11,26,31,11,17,-99,27,20,18,-99,27,21,-99,25,25,-99,28,26,-99,-99,24,11,-99,24,14,-99,12,23,-99,25,25,23,28
"2019-01-07",1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-01-07",2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-01-07",3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-01-07",4,-99,2,8,20,24,17,17,-99,8,-99,8,-99,17,23,-99,21,20,-99,21,12,-99,-99,17,6,-99,18,9,-99,9,11,-99,13,21,17,21
"2019-01-07",5,-99,6,10,17,21,11,14,-99,6,-99,9,-99,18,23,-99,21,19,-99,22,23,-99,-99,17,6,-99,17,10,-99,9,11,-99,11,22,17,19
"2019-01-07",6,-99,3,15,20,22,12,16,-99,12,-99,14,-99,16,23,-99,21,18,-99,24,24,-99,-99,17,7,-99,18,21,-99,11,17,-99,14,20,17,20
"2019-01-07",7,-99,6,20,19,23,15,16,-99,24,-99,19,-99,15,22,-99,20,19,-99,25,26,-99,-99,19,16,-99,18,27,-99,12,21,-99,15,20,16,19
